transaction_datetime,account_created_date,birth_date,amount,category,transaction_datetime_year,transaction_datetime_month,transaction_datetime_day,transaction_datetime_dayofweek,transaction_datetime_dayofyear,transaction_datetime_hour,transaction_datetime_minute,transaction_datetime_quarter,transaction_datetime_is_weekend,transaction_datetime_is_month_start,transaction_datetime_is_month_end,transaction_datetime_is_quarter_start,transaction_datetime_is_quarter_end,transaction_datetime_day_name,transaction_datetime_month_name,transaction_datetime_week_of_year,transaction_datetime_hour_sin,transaction_datetime_hour_cos,transaction_datetime_month_sin,transaction_datetime_month_cos,transaction_datetime_dayofweek_sin,transaction_datetime_dayofweek_cos,account_age_days,account_age_weeks,account_age_months,age_years,age_group,transaction_datetime_days_since,transaction_datetime_weeks_since,transaction_datetime_months_since,transaction_datetime_years_since,is_business_hours,time_of_day,season,is_holiday_season,is_business_day
2024-01-22 09:44:00,2023-04-30,1976-03-05,129.67247948133382,Food,2024,1,22,0,22,9,44,1,0,0,0,0,0,Monday,January,4,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0,267,38,8,48,46-55,343,49,11,0,1,Morning,Winter,0,1
2023-04-23 16:25:00,2021-09-17,1978-12-27,228.57027861861906,Food,2023,4,23,6,113,16,25,2,1,0,0,0,0,Sunday,April,16,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,583,83,19,46,46-55,617,88,20,1,1,Afternoon,Spring,0,0
2024-09-04 20:27:00,2022-05-01,1966-12-09,95.36157575359282,Food,2024,9,4,2,248,20,27,3,0,0,0,0,0,Wednesday,September,36,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,857,122,28,58,56-65,117,16,3,0,0,Evening,Summer,0,1
2024-09-16 13:01:00,2023-05-08,1987-06-26,143.7308957987371,Food,2024,9,16,0,260,13,1,3,0,0,0,0,0,Monday,September,38,-0.25881904510252035,-0.9659258262890684,-1.0,-1.8369701987210297e-16,0.0,1.0,497,71,16,37,36-45,105,15,3,0,1,Afternoon,Summer,0,1
2023-03-22 21:42:00,2022-01-31,1976-07-03,112.34187631475083,Clothing,2023,3,22,2,81,21,42,1,0,0,0,0,0,Wednesday,March,12,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,415,59,13,48,46-55,649,92,21,1,0,Evening,Winter,0,1
2024-11-29 00:50:00,2022-09-17,1980-10-04,118.75446590531178,Books,2024,11,29,4,334,0,50,4,0,0,0,0,0,Friday,November,48,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,804,114,26,44,36-45,31,4,1,0,0,Night,Fall,1,1
2023-04-23 20:35:00,2020-11-27,1996-05-22,161.3764697050041,Food,2023,4,23,6,113,20,35,2,1,0,0,0,0,Sunday,April,16,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,877,125,28,28,26-35,617,88,20,1,0,Evening,Spring,0,0
2023-01-02 18:25:00,2021-11-12,1971-10-13,83.57110364455642,Clothing,2023,1,2,0,2,18,25,1,0,0,0,0,0,Monday,January,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0,416,59,13,53,46-55,728,104,23,1,0,Afternoon,Winter,0,1
2024-10-03 20:10:00,2022-04-11,1970-06-16,86.56607345731992,Electronics,2024,10,3,3,277,20,10,4,0,0,0,0,0,Thursday,October,40,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,906,129,29,54,46-55,88,12,2,0,0,Evening,Fall,0,1
2023-08-08 07:10:00,2022-10-24,1967-08-27,74.36271458895024,Food,2023,8,8,1,220,7,10,3,0,0,0,0,0,Tuesday,August,32,0.9659258262890683,-0.25881904510252085,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,288,41,9,57,56-65,510,72,16,1,0,Morning,Summer,0,1
2024-07-19 03:48:00,2023-09-11,1999-11-02,50.80872643389133,Electronics,2024,7,19,4,201,3,48,3,0,0,0,0,0,Friday,July,29,0.7071067811865476,0.7071067811865476,-0.5000000000000001,-0.8660254037844386,-0.433883739117558,-0.9009688679024191,312,44,10,25,18-25,164,23,5,0,0,Night,Summer,0,1
2023-08-13 06:39:00,2023-06-05,1989-12-10,187.3358973202993,Food,2023,8,13,6,225,6,39,3,1,0,0,0,0,Sunday,August,32,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,69,9,2,35,26-35,505,72,16,1,0,Night,Summer,0,0
2024-01-20 02:53:00,2022-08-23,1970-01-26,150.3024890064363,Clothing,2024,1,20,5,20,2,53,1,1,0,0,0,0,Saturday,January,3,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,515,73,16,54,46-55,345,49,11,0,0,Night,Winter,0,0
2024-02-07 01:54:00,2021-06-24,1961-02-12,135.82480547573374,Clothing,2024,2,7,2,38,1,54,1,0,0,0,0,0,Wednesday,February,6,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,958,136,31,63,56-65,327,46,10,0,0,Night,Winter,0,1
2024-09-29 14:23:00,2024-01-24,1985-07-18,226.96118023753948,Clothing,2024,9,29,6,273,14,23,3,1,0,0,0,0,Sunday,September,39,-0.5000000000000001,-0.8660254037844386,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,249,35,8,39,36-45,92,13,3,0,1,Afternoon,Summer,0,0
2023-05-10 21:21:00,2020-06-30,1991-01-06,101.60252442728633,Books,2023,5,10,2,130,21,21,2,0,0,0,0,0,Wednesday,May,19,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1044,149,34,33,26-35,600,85,19,1,0,Evening,Spring,0,1
2023-02-22 04:55:00,2020-04-05,1962-06-03,60.595326049281255,Electronics,2023,2,22,2,53,4,55,1,0,0,0,0,0,Wednesday,February,8,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1053,150,34,62,56-65,677,96,22,1,0,Night,Winter,0,1
2024-11-14 00:57:00,2023-02-11,1989-01-13,94.11435562442603,Books,2024,11,14,3,319,0,57,4,0,0,0,0,0,Thursday,November,46,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,642,91,21,35,26-35,46,6,1,0,0,Night,Fall,1,1
2024-12-30 03:46:00,2022-05-18,1991-12-21,109.86569179710636,Food,2024,12,30,0,365,3,46,4,0,0,0,0,0,Monday,December,1,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,0.0,1.0,957,136,31,33,26-35,0,0,0,0,0,Night,Fall,1,1
2024-11-02 19:18:00,2022-11-16,1972-11-04,90.59548622835038,Electronics,2024,11,2,5,307,19,18,4,1,0,0,0,0,Saturday,November,44,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,717,102,23,52,46-55,58,8,1,0,0,Evening,Fall,1,0
2024-12-10 02:51:00,2023-03-09,1966-06-10,114.94813285213365,Clothing,2024,12,10,1,345,2,51,4,0,0,0,0,0,Tuesday,December,50,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,642,91,21,58,56-65,20,2,0,0,0,Night,Fall,1,1
2024-02-20 10:16:00,2023-05-07,1998-05-15,117.85388363806462,Electronics,2024,2,20,1,51,10,16,1,0,0,0,0,0,Tuesday,February,8,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,289,41,9,26,26-35,314,44,10,0,1,Morning,Winter,0,1
2023-09-04 12:42:00,2020-11-19,1974-04-23,100.70026812706035,Clothing,2023,9,4,0,247,12,42,3,0,0,0,0,0,Monday,September,36,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0.0,1.0,1019,145,33,50,46-55,483,69,15,1,1,Morning,Summer,0,1
2024-03-14 01:08:00,2021-06-23,1965-08-20,76.85364739145538,Books,2024,3,14,3,74,1,8,1,0,0,0,0,0,Thursday,March,11,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,995,142,32,59,56-65,291,41,9,0,0,Night,Winter,0,1
2023-07-22 01:52:00,2022-06-22,1996-04-12,111.67392533601137,Books,2023,7,22,5,203,1,52,3,1,0,0,0,0,Saturday,July,29,0.25881904510252074,0.9659258262890683,-0.5000000000000001,-0.8660254037844386,-0.9749279121818236,-0.2225209339563146,395,56,12,28,26-35,527,75,17,1,0,Night,Summer,0,0
2023-07-03 08:08:00,2021-12-07,1992-12-08,105.87766445062832,Clothing,2023,7,3,0,184,8,8,3,0,0,0,0,0,Monday,July,27,0.8660254037844387,-0.4999999999999998,-0.5000000000000001,-0.8660254037844386,0.0,1.0,573,81,18,32,26-35,546,78,17,1,0,Morning,Summer,0,1
2023-05-03 07:16:00,2021-06-24,1960-05-22,156.07807849648722,Clothing,2023,5,3,2,123,7,16,2,0,0,0,0,0,Wednesday,May,18,0.9659258262890683,-0.25881904510252085,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,678,96,22,64,56-65,607,86,19,1,0,Morning,Spring,0,1
2024-02-05 00:24:00,2021-10-15,1965-05-03,138.35871664153444,Food,2024,2,5,0,36,0,24,1,0,0,0,0,0,Monday,February,6,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0,1.0,843,120,27,59,56-65,329,47,10,0,0,Night,Winter,0,1
2023-10-21 10:39:00,2020-11-16,1974-05-24,199.60880663960896,Books,2023,10,21,5,294,10,39,4,1,0,0,0,0,Saturday,October,42,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1069,152,35,50,46-55,436,62,14,1,1,Morning,Fall,0,0
2023-10-07 09:24:00,2022-02-10,1965-09-24,200.26227356793123,Books,2023,10,7,5,280,9,24,4,1,0,0,0,0,Saturday,October,40,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,604,86,19,59,56-65,450,64,14,1,1,Morning,Fall,0,0
2024-09-01 06:34:00,2021-10-25,1999-07-08,146.02070567222626,Food,2024,9,1,6,245,6,34,3,1,1,0,0,0,Sunday,September,35,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1042,148,34,25,18-25,120,17,3,0,0,Night,Summer,0,0
2023-07-17 02:49:00,2021-08-17,1972-06-18,45.86460462138879,Books,2023,7,17,0,198,2,49,3,0,0,0,0,0,Monday,July,29,0.49999999999999994,0.8660254037844387,-0.5000000000000001,-0.8660254037844386,0.0,1.0,699,99,22,52,46-55,532,76,17,1,0,Night,Summer,0,1
2024-05-25 04:43:00,2023-08-01,1961-08-11,138.91704931617903,Clothing,2024,5,25,5,146,4,43,2,1,0,0,0,0,Saturday,May,21,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,298,42,9,63,56-65,219,31,7,0,0,Night,Spring,0,0
2023-05-24 11:50:00,2020-10-13,1992-06-06,90.9216693800355,Electronics,2023,5,24,2,144,11,50,2,0,0,0,0,0,Wednesday,May,21,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,953,136,31,32,26-35,586,83,19,1,1,Morning,Spring,0,1
2024-08-31 05:33:00,2023-11-29,1986-04-12,154.6409024803597,Electronics,2024,8,31,5,244,5,33,3,1,0,1,0,0,Saturday,August,35,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,276,39,9,38,36-45,121,17,3,0,0,Night,Summer,0,0
2023-07-20 11:18:00,2023-02-10,1990-11-10,156.99644111816264,Books,2023,7,20,3,201,11,18,3,0,0,0,0,0,Thursday,July,29,0.258819045102521,-0.9659258262890682,-0.5000000000000001,-0.8660254037844386,0.43388373911755823,-0.900968867902419,160,22,5,34,26-35,529,75,17,1,1,Morning,Summer,0,1
2023-05-04 04:43:00,2022-04-17,1962-11-03,159.20228770745382,Food,2023,5,4,3,124,4,43,2,0,0,0,0,0,Thursday,May,18,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,382,54,12,62,56-65,606,86,19,1,0,Night,Spring,0,1
2023-07-06 16:16:00,2022-11-23,1990-01-03,121.93863093541596,Clothing,2023,7,6,3,187,16,16,3,0,0,0,0,0,Thursday,July,27,-0.8660254037844385,-0.5000000000000004,-0.5000000000000001,-0.8660254037844386,0.43388373911755823,-0.900968867902419,225,32,7,34,26-35,543,77,17,1,1,Afternoon,Summer,0,1
2023-11-22 09:56:00,2021-04-07,1970-11-21,69.98530988467934,Electronics,2023,11,22,2,326,9,56,4,0,0,0,0,0,Wednesday,November,47,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,959,137,31,54,46-55,404,57,13,1,1,Morning,Fall,1,1
2024-04-08 22:48:00,2021-05-23,1970-12-16,101.88028150485934,Clothing,2024,4,8,0,99,22,48,2,0,0,0,0,0,Monday,April,15,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.0,1.0,1051,150,34,54,46-55,266,38,8,0,0,Evening,Spring,0,1
2023-12-15 14:11:00,2022-02-09,1994-06-06,158.69568488740146,Books,2023,12,15,4,349,14,11,4,0,0,0,0,0,Friday,December,50,-0.5000000000000001,-0.8660254037844386,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,674,96,22,30,26-35,381,54,12,1,1,Afternoon,Fall,1,1
2024-10-21 15:23:00,2024-02-08,1990-08-18,140.36531611578596,Books,2024,10,21,0,295,15,23,4,0,0,0,0,0,Monday,October,43,-0.7071067811865475,-0.7071067811865477,-0.8660254037844386,0.5000000000000001,0.0,1.0,256,36,8,34,26-35,70,10,2,0,1,Afternoon,Fall,0,1
2024-02-07 18:07:00,2022-02-07,1991-04-23,99.42413348797508,Electronics,2024,2,7,2,38,18,7,1,0,0,0,0,0,Wednesday,February,6,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,730,104,23,33,26-35,327,46,10,0,0,Afternoon,Winter,0,1
2023-12-12 20:16:00,2023-02-21,1974-11-26,131.9955482188204,Books,2023,12,12,1,346,20,16,4,0,0,0,0,0,Tuesday,December,50,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,294,42,9,50,46-55,384,54,12,1,0,Evening,Fall,1,1
2024-05-25 22:36:00,2022-07-20,1994-03-16,131.03817726338823,Food,2024,5,25,5,146,22,36,2,1,0,0,0,0,Saturday,May,21,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,675,96,22,30,26-35,219,31,7,0,0,Evening,Spring,0,0
2023-05-27 21:15:00,2022-09-29,1964-05-10,140.64294050673362,Books,2023,5,27,5,147,21,15,2,1,0,0,0,0,Saturday,May,21,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,240,34,7,60,56-65,583,83,19,1,0,Evening,Spring,0,0
2023-05-28 05:07:00,2020-09-28,1978-09-04,165.3969728044555,Books,2023,5,28,6,148,5,7,2,1,0,0,0,0,Sunday,May,21,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,972,138,31,46,46-55,582,83,19,1,0,Night,Spring,0,0
2024-12-11 17:24:00,2023-08-13,1988-03-11,95.74548851569499,Books,2024,12,11,2,346,17,24,4,0,0,0,0,0,Wednesday,December,50,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,486,69,15,36,36-45,19,2,0,0,1,Afternoon,Fall,1,1
2024-05-03 11:14:00,2022-04-10,1961-10-11,110.48134303008526,Clothing,2024,5,3,4,124,11,14,2,0,0,0,0,0,Friday,May,18,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,754,107,24,63,56-65,241,34,7,0,1,Morning,Spring,0,1
2024-10-01 08:44:00,2021-12-25,1984-04-16,120.63699903987731,Clothing,2024,10,1,1,275,8,44,4,0,1,0,1,0,Tuesday,October,40,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1011,144,33,40,36-45,90,12,2,0,0,Morning,Fall,0,1
2024-07-04 14:31:00,2022-10-26,1978-07-24,169.22186823016602,Electronics,2024,7,4,3,186,14,31,3,0,0,0,0,0,Thursday,July,27,-0.5000000000000001,-0.8660254037844386,-0.5000000000000001,-0.8660254037844386,0.43388373911755823,-0.900968867902419,617,88,20,46,46-55,179,25,5,0,1,Afternoon,Summer,0,1
2023-12-04 09:15:00,2022-07-17,1970-02-23,144.0499066760929,Electronics,2023,12,4,0,338,9,15,4,0,0,0,0,0,Monday,December,49,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,0.0,1.0,505,72,16,54,46-55,392,56,12,1,1,Morning,Fall,1,1
2024-10-02 06:16:00,2021-12-22,1987-05-27,135.56109342471362,Electronics,2024,10,2,2,276,6,16,4,0,0,0,0,0,Wednesday,October,40,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1015,145,33,37,36-45,89,12,2,0,0,Night,Fall,0,1
2024-04-17 22:25:00,2023-10-15,1964-03-21,150.7007153625383,Books,2024,4,17,2,108,22,25,2,0,0,0,0,0,Wednesday,April,16,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,185,26,6,60,56-65,257,36,8,0,0,Evening,Spring,0,1
2023-05-31 20:21:00,2022-10-24,1971-02-04,88.43852796811966,Clothing,2023,5,31,2,151,20,21,2,0,0,1,0,0,Wednesday,May,22,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,219,31,7,53,46-55,579,82,19,1,0,Evening,Spring,0,1
2024-02-19 06:13:00,2021-05-15,1979-06-25,83.25374401504541,Food,2024,2,19,0,50,6,13,1,0,0,0,0,0,Monday,February,8,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.0,1.0,1010,144,33,45,36-45,315,45,10,0,0,Night,Winter,0,1
2023-10-25 14:52:00,2022-03-29,1973-11-11,114.53776589724221,Books,2023,10,25,2,298,14,52,4,0,0,0,0,0,Wednesday,October,43,-0.5000000000000001,-0.8660254037844386,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,575,82,18,51,46-55,432,61,14,1,1,Afternoon,Fall,0,1
2024-09-02 06:08:00,2024-06-24,1977-11-23,97.54144644810714,Books,2024,9,2,0,246,6,8,3,0,0,0,0,0,Monday,September,36,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0.0,1.0,70,10,2,47,46-55,119,17,3,0,0,Night,Summer,0,1
2023-09-20 18:47:00,2022-10-19,1977-08-23,132.72468003566559,Books,2023,9,20,2,263,18,47,3,0,0,0,0,0,Wednesday,September,38,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,336,48,11,47,46-55,467,66,15,1,0,Afternoon,Summer,0,1
2023-05-24 07:49:00,2020-09-24,1970-05-12,76.78824461471213,Food,2023,5,24,2,144,7,49,2,0,0,0,0,0,Wednesday,May,21,0.9659258262890683,-0.25881904510252085,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,972,138,31,54,46-55,586,83,19,1,0,Morning,Spring,0,1
2023-12-12 22:28:00,2022-12-10,1964-07-09,176.1419630831641,Electronics,2023,12,12,1,346,22,28,4,0,0,0,0,0,Tuesday,December,50,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,367,52,12,60,56-65,384,54,12,1,0,Evening,Fall,1,1
2024-09-15 17:30:00,2022-01-07,1984-09-22,155.97727341821346,Food,2024,9,15,6,259,17,30,3,1,0,0,0,0,Sunday,September,37,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,982,140,32,40,36-45,106,15,3,0,1,Afternoon,Summer,0,0
2024-07-25 19:38:00,2023-09-21,1969-06-19,62.0672524114731,Electronics,2024,7,25,3,207,19,38,3,0,0,0,0,0,Thursday,July,30,-0.9659258262890684,0.2588190451025203,-0.5000000000000001,-0.8660254037844386,0.43388373911755823,-0.900968867902419,308,44,10,55,46-55,158,22,5,0,0,Evening,Summer,0,1
2023-01-02 02:17:00,2020-06-21,1960-07-04,115.71331634676037,Food,2023,1,2,0,2,2,17,1,0,0,0,0,0,Monday,January,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,925,132,30,64,56-65,728,104,23,1,0,Night,Winter,0,1
2023-10-31 09:38:00,2023-01-02,1960-08-12,156.91681286607619,Clothing,2023,10,31,1,304,9,38,4,0,0,1,0,0,Tuesday,October,44,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,302,43,9,64,56-65,426,60,13,1,1,Morning,Fall,0,1
2023-09-11 16:13:00,2021-04-28,1981-06-18,125.35966443038738,Books,2023,9,11,0,254,16,13,3,0,0,0,0,0,Monday,September,37,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.0,1.0,866,123,28,43,36-45,476,68,15,1,1,Afternoon,Summer,0,1
2024-10-13 23:34:00,2023-01-03,1976-02-20,163.0525319389882,Books,2024,10,13,6,287,23,34,4,1,0,0,0,0,Sunday,October,41,-0.2588190451025207,0.9659258262890683,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,649,92,21,48,46-55,78,11,2,0,0,Evening,Fall,0,0
2024-03-28 11:59:00,2021-10-19,1992-07-27,178.62891714075934,Books,2024,3,28,3,88,11,59,1,0,0,0,0,0,Thursday,March,13,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,891,127,29,32,26-35,277,39,9,0,1,Morning,Winter,0,1
2023-02-06 12:33:00,2020-06-21,1974-12-08,157.339583446059,Electronics,2023,2,6,0,37,12,33,1,0,0,0,0,0,Monday,February,6,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.0,1.0,960,137,31,50,46-55,693,99,22,1,1,Morning,Winter,0,1
2023-06-09 02:36:00,2022-07-26,1979-06-03,100.92776253347498,Food,2023,6,9,4,160,2,36,2,0,0,0,0,0,Friday,June,23,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,318,45,10,45,36-45,570,81,18,1,0,Night,Spring,0,1
2023-01-09 10:39:00,2020-12-17,1987-08-26,107.06559350454187,Clothing,2023,1,9,0,9,10,39,1,0,0,0,0,0,Monday,January,2,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,753,107,24,37,36-45,721,103,23,1,1,Morning,Winter,0,1
2023-08-21 22:22:00,2021-02-10,1989-02-05,132.85176599444156,Food,2023,8,21,0,233,22,22,3,0,0,0,0,0,Monday,August,34,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,0.0,1.0,922,131,30,35,26-35,497,71,16,1,0,Evening,Summer,0,1
2023-04-09 11:38:00,2022-06-12,1997-02-04,204.8785174027766,Books,2023,4,9,6,99,11,38,2,1,0,0,0,0,Sunday,April,14,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,301,43,9,27,26-35,631,90,20,1,1,Morning,Spring,0,0
2024-10-20 14:55:00,2023-05-27,1985-11-08,192.55730047980248,Clothing,2024,10,20,6,294,14,55,4,1,0,0,0,0,Sunday,October,42,-0.5000000000000001,-0.8660254037844386,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,512,73,16,39,36-45,71,10,2,0,1,Afternoon,Fall,0,0
2023-07-27 16:03:00,2020-12-04,1999-11-22,110.18958942019535,Clothing,2023,7,27,3,208,16,3,3,0,0,0,0,0,Thursday,July,30,-0.8660254037844385,-0.5000000000000004,-0.5000000000000001,-0.8660254037844386,0.43388373911755823,-0.900968867902419,965,137,31,25,18-25,522,74,17,1,1,Afternoon,Summer,0,1
2023-05-11 21:24:00,2022-08-07,1979-08-08,97.708310911995,Books,2023,5,11,3,131,21,24,2,0,0,0,0,0,Thursday,May,19,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,277,39,9,45,36-45,599,85,19,1,0,Evening,Spring,0,1
2024-02-08 12:17:00,2023-08-07,1985-01-20,115.57441306145832,Food,2024,2,8,3,39,12,17,1,0,0,0,0,0,Thursday,February,6,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,185,26,6,39,36-45,326,46,10,0,1,Morning,Winter,0,1
2023-06-01 00:15:00,2022-02-03,1975-11-07,90.68893649256115,Books,2023,6,1,3,152,0,15,2,0,1,0,0,0,Thursday,June,22,0.0,1.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,483,69,15,49,46-55,578,82,18,1,0,Night,Spring,0,1
2023-02-23 12:41:00,2022-07-08,1975-11-15,101.96555590212051,Food,2023,2,23,3,54,12,41,1,0,0,0,0,0,Thursday,February,8,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,230,32,7,49,46-55,676,96,22,1,1,Morning,Winter,0,1
2023-04-30 11:01:00,2022-11-28,1986-05-23,187.95595907844904,Clothing,2023,4,30,6,120,11,1,2,1,0,1,0,0,Sunday,April,17,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,153,21,5,38,36-45,610,87,20,1,1,Morning,Spring,0,0
2024-11-03 22:34:00,2024-10-04,1983-09-03,130.61054112691968,Clothing,2024,11,3,6,308,22,34,4,1,0,0,0,0,Sunday,November,44,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,30,4,0,41,36-45,57,8,1,0,0,Evening,Fall,1,0
2024-09-19 09:33:00,2021-12-27,1979-05-10,125.32137512743404,Books,2024,9,19,3,263,9,33,3,0,0,0,0,0,Thursday,September,38,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,997,142,32,45,36-45,102,14,3,0,1,Morning,Summer,0,1
2024-08-09 22:12:00,2022-03-09,1976-07-25,37.003803033428596,Clothing,2024,8,9,4,222,22,12,3,0,0,0,0,0,Friday,August,32,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,884,126,29,48,46-55,143,20,4,0,0,Evening,Summer,0,1
